1 297.000000 504.000000 0 1.0000
2 336.000000 459.000000 0 1.0000
3 453.000000 504.000000 0 1.0000
4 498.000000 508.000000 0 1.0000
5 554.000000 487.000000 0 1.0000
6 588.000000 474.000000 0 1.0000
7 595.000000 357.000000 0 1.0000
8 588.000000 299.000000 0 1.0000
9 555.000000 291.000000 0 1.0000
10 535.000000 331.000000 0 1.0000
11 582.000000 373.000000 0 1.0000
12 613.000000 391.000000 0 1.0000
13 618.000000 350.000000 0 1.0000
14 570.000000 324.000000 0 1.0000
15 541.000000 241.000000 0 1.0000
16 561.000000 223.000000 0 1.0000
17 525.000000 205.000000 0 1.0000
18 515.000000 242.000000 0 1.0000
19 475.000000 255.000000 0 1.0000
20 470.000000 255.000000 0 1.0000
21 324.000000 257.000000 0 1.0000
