/* CONJUNTOS */
set N:= 324 ;

/* PARAMETROS */
param P:= 3 ;
param R:= 800 ;
param c1:= 1 ;
param c2:= 0.2 ;
param nombre_instancia:= "SJC324-3.txt" ;

param : coordx coordy flag prob_ohca:=
1 409154 435528 0 0.11
2 409151 435683 0 0.61
3 409277 435420 0 0.12
4 409260 435538 0 0.84
5 409240 435695 0 0.7
6 409213 435897 0 0.25
7 409199 435982 0 0.65
8 409178 436078 0 0.69
9 409174 436171 0 0.68
10 409147 436256 0 0.15
11 409469 435389 0 0.88
12 409378 435463 0 0.36
13 409378 435563 0 0.82
14 409351 435734 0 0.29
15 409328 435891 0 0.88
16 409275 435982 0 0.38
17 409289 436065 0 0.95
18 409272 436188 0 0.65
19 409208 436263 0 0.4
20 409754 435326 0 0.98
21 409609 435201 0 0.96
22 409565 435307 0 0.87
23 409577 435510 0 0.98
24 409515 435614 0 0.8
25 409478 435707 0 0.66
26 409442 435810 0 0.63
27 409442 435913 0 0.52
28 409408 436075 0 0.99
29 409344 436201 0 0.24
30 409398 436213 0 0.17
31 409638 435143 0 0.96
32 409683 435349 0 0.36
33 409670 435514 0 0.87
34 409620 435615 0 0.72
35 409688 435618 0 0.29
36 409624 435752 0 0.38
37 409570 435942 0 0.25
38 409541 436090 0 1.0
39 409512 436236 0 0.16
40 409216 435826 0 0.57
41 409158 435820 0 0.96
42 408777 434870 0 0.99
43 408731 434657 0 0.48
44 408808 434639 0 0.69
45 408840 435022 0 0.17
46 408932 434976 0 0.25
47 408897 434650 0 0.75
48 409050 434674 0 0.72
49 409033 434769 0 0.31
50 408906 434723 0 0.33
51 409262 434873 0 0.93
52 409090 434982 0 0.54
53 409020 435056 0 0.17
54 409262 435017 0 0.77
55 409210 435093 0 0.22
56 409109 435153 0 0.49
57 409192 435244 0 0.9
58 409298 435127 0 0.94
59 409302 435225 0 0.29
60 409264 435295 0 0.76
61 409452 434831 0 0.68
62 409553 435074 0 0.33
63 409434 435030 0 0.93
64 409517 434818 0 0.9
65 409539 434954 0 0.34
66 409038 435235 0 0.66
67 409167 435416 0 0.6
68 408778 434739 0 0.12
69 409822 435466 0 0.16
70 409811 435545 0 0.41
71 409765 435617 0 0.15
72 409812 435857 0 0.71
73 409792 435978 0 0.14
74 409837 436155 0 0.44
75 409711 436281 0 0.45
76 409969 435509 0 0.68
77 409944 435714 0 0.85
78 410041 435866 0 0.53
79 409946 436015 0 0.18
80 410015 436193 0 0.15
81 410067 435592 0 0.57
82 410073 436039 0 0.2
83 410113 436329 0 0.73
84 410204 436314 0 0.99
85 409645 436119 0 0.8
86 410120 436189 0 0.34
87 409875 435755 0 0.26
88 410180 436398 0 0.82
89 410244 436276 0 0.86
90 410224 436222 0 0.8
91 410435 436784 0 0.29
92 409573 436533 0 0.31
93 409575 436677 0 0.24
94 409553 436813 0 0.56
95 409546 436882 0 0.83
96 409701 436391 0 0.2
97 409691 436539 0 0.81
98 409680 436697 0 0.24
99 409667 436825 0 0.44
100 409657 436892 0 0.84
101 409858 436418 0 0.5
102 409795 436554 0 0.69
103 409788 436708 0 0.47
104 409768 436873 0 0.9
105 409900 436600 0 0.9
106 409863 436728 0 0.62
107 409923 436735 0 0.7
108 409874 436894 0 0.95
109 410006 436607 0 0.52
110 410003 436738 0 0.96
111 410006 436804 0 0.71
112 409960 436901 0 0.99
113 410014 436903 0 0.38
114 409816 437011 0 0.23
115 410120 436627 0 0.51
116 410099 436799 0 0.58
117 410072 436904 0 0.6
118 410234 436518 0 0.53
119 410205 436634 0 0.18
120 410213 436728 0 0.2
121 410212 436795 0 0.46
122 410320 436562 0 0.96
123 410324 436701 0 0.64
124 410107 437014 0 0.25
125 410201 436904 0 0.36
126 410140 436494 0 0.91
127 409026 436332 0 0.42
128 408906 436537 0 0.25
129 408865 436634 0 0.62
130 408849 436707 0 0.43
131 408791 436841 0 0.13
132 409016 436511 0 0.31
133 408946 436666 0 0.99
134 408921 436738 0 0.5
135 408872 436787 0 0.21
136 408903 436834 0 0.25
137 409160 436346 0 0.44
138 409102 436513 0 0.14
139 409007 436747 0 0.93
140 408951 436887 0 0.88
141 409261 436338 0 0.26
142 409213 436540 0 0.43
143 409150 436607 0 0.47
144 409114 436740 0 0.12
145 409065 436786 0 0.38
146 409057 436848 0 0.57
147 409174 436708 0 0.77
148 409136 436838 0 0.47
149 409322 436406 0 0.59
150 409255 436694 0 0.59
151 409213 436836 0 0.32
152 409372 436561 0 0.8
153 409286 436828 0 0.68
154 409355 436788 0 0.25
155 409482 436380 0 0.89
156 409456 436520 0 0.46
157 409442 436668 0 0.75
158 409429 436834 0 0.28
159 408514 436845 0 0.3
160 408597 436868 0 0.1
161 408644 436892 0 0.42
162 408796 436835 0 0.4
163 408888 436863 0 0.89
164 408951 436887 0 0.32
165 409610 434773 0 0.18
166 409638 434867 0 0.78
167 409684 434946 0 0.68
168 409830 435210 0 0.28
169 409738 434678 0 0.7
170 409700 434754 0 0.84
171 409732 434890 0 0.46
172 409718 435043 0 0.52
173 409810 435094 0 0.88
174 409892 435208 0 0.75
175 409968 435327 0 0.59
176 409819 434672 0 0.39
177 409812 434774 0 0.51
178 409823 434877 0 0.59
179 409798 434991 0 0.88
180 409939 435089 0 0.63
181 409972 435164 0 0.15
182 409923 434767 0 0.97
183 409920 434854 0 0.15
184 409892 434941 0 0.67
185 409971 435014 0 0.99
186 410079 435087 0 0.93
187 410064 435263 0 0.2
188 409833 434956 0 0.36
189 410157 435130 0 0.98
190 409962 434875 0 0.86
191 410042 434928 0 0.38
192 410123 434968 0 0.96
193 410197 435045 0 0.43
194 410307 434939 0 0.96
195 410389 434885 0 0.21
196 410230 434688 0 0.3
197 410071 434703 0 0.69
198 410047 434778 0 0.2
199 410113 434847 0 0.22
200 410179 435225 0 0.7
201 410209 435297 0 0.5
202 410244 435175 0 0.38
203 410298 435298 0 0.95
204 410294 435141 0 0.2
205 410347 435267 0 0.91
206 410359 435086 0 0.39
207 410430 435251 0 0.6
208 410429 435043 0 0.79
209 410511 435237 0 0.52
210 410492 434950 0 0.51
211 410545 435076 0 0.81
212 410604 435208 0 0.27
213 410637 435315 0 0.34
214 410556 434954 0 0.16
215 410607 435053 0 0.53
216 410650 435170 0 0.32
217 410618 434776 0 0.55
218 410656 435029 0 0.77
219 410705 435132 0 0.95
220 410721 435245 0 0.74
221 410684 435340 0 0.79
222 410660 434732 0 0.57
223 410737 434792 0 0.98
224 410744 435073 0 0.78
225 410808 435074 0 0.96
226 410830 435132 0 0.22
227 410707 434687 0 0.82
228 410780 434673 0 0.62
229 410780 434836 0 0.15
230 410826 434878 0 0.66
231 410894 434903 0 0.65
232 410939 434936 0 0.43
233 410964 434773 0 0.58
234 410816 435249 0 0.8
235 410481 434658 0 0.32
236 410651 434905 0 0.47
237 410783 434971 0 0.75
238 410920 435029 0 0.42
239 411034 435304 0 0.76
240 410556 434848 0 0.69
241 410853 434804 0 0.27
242 410958 434862 0 0.66
243 411037 434936 0 0.16
244 410220 435613 0 0.44
245 410169 435417 0 0.89
246 410228 435388 0 0.93
247 410252 435543 0 0.2
248 410289 435663 0 0.76
249 410348 436049 0 0.34
250 410301 435384 0 0.31
251 410325 435510 0 0.4
252 410345 435646 0 0.4
253 410373 435785 0 0.54
254 410394 435919 0 0.12
255 410417 436035 0 0.23
256 410439 436137 0 0.33
257 410466 436253 0 0.53
258 410395 436240 0 0.63
259 410482 436373 0 0.15
260 410371 435374 0 0.97
261 410394 435496 0 0.13
262 410416 435631 0 0.47
263 410437 435739 0 0.18
264 410468 435817 0 0.74
265 410498 435901 0 0.74
266 410488 436025 0 0.52
267 410507 436128 0 0.16
268 410529 436244 0 0.99
269 410547 436346 0 0.36
270 410430 435369 0 0.3
271 410453 435478 0 0.92
272 410479 435620 0 0.69
273 410502 435734 0 0.95
274 410551 436010 0 0.28
275 410570 436117 0 0.26
276 410591 436231 0 0.26
277 410606 436337 0 0.16
278 410556 435600 0 0.87
279 410559 435512 0 0.81
280 410580 435727 0 0.76
281 410597 435874 0 0.92
282 410623 435997 0 0.54
283 410646 436100 0 0.66
284 410663 436219 0 0.35
285 410681 436312 0 0.29
286 410593 435427 0 0.95
287 410622 435569 0 0.47
288 410647 435717 0 0.77
289 410675 435867 0 0.55
290 410695 435964 0 0.68
291 410704 436034 0 0.27
292 410718 436100 0 0.53
293 410735 436203 0 0.63
294 410684 435564 0 0.93
295 410709 435710 0 0.69
296 410735 435854 0 0.78
297 410763 435977 0 0.96
298 410778 436090 0 0.91
299 410797 436186 0 0.43
300 410746 435470 0 0.31
301 410735 435556 0 0.26
302 410771 435700 0 0.7
303 410789 435850 0 0.56
304 410812 435963 0 0.15
305 410837 436079 0 0.81
306 410771 435417 0 0.59
307 410805 435484 0 0.24
308 410834 435710 0 0.21
309 410847 435782 0 0.48
310 410883 436197 0 0.93
311 410888 435542 0 0.32
312 410885 435668 0 0.36
313 410895 435848 0 0.91
314 410901 435964 0 0.57
315 410946 435666 0 0.48
316 410955 435841 0 0.45
317 410961 435942 0 0.18
318 411004 435920 0 0.84
319 411002 435664 0 0.48
320 410744 436290 0 0.59
321 408381 434917 0 0.86
322 408392 434637 0 0.53
323 408570 434746 0 0.95
324 408508 434788 0 0.18
;
