/* CONJUNTOS */
set N:= 1000 ;

/* PARAMETROS */
param P:= 88 ;
param R:= 152 ;
param c1:= 1 ;
param c2:= 0.2 ;
param nombre_instancia:= "1000-88_4.dat" ;

param : coordx coordy flag prob_ohca:=
1 2139 1431 0 0.82
2 1727 1950 0 0.49
3 2436 1227 0 0.53
4 3045 1414 0 0.75
5 2195 2146 0 1.0
6 2503 2790 0 0.46
7 2224 1136 0 0.86
8 2278 935 0 0.35
9 2925 822 0 0.21
10 1432 1881 0 0.66
11 1535 1053 0 0.42
12 1594 2090 0 0.34
13 1672 1860 0 0.56
14 2600 937 0 0.87
15 1767 2380 0 0.7
16 2226 2359 0 0.52
17 1380 1047 0 0.16
18 1654 2614 0 0.71
19 2041 821 0 0.16
20 2034 2724 0 0.74
21 2928 2390 0 0.58
22 1363 1616 0 0.3
23 2249 2541 0 0.25
24 2333 1201 0 0.32
25 2195 1374 0 0.79
26 1534 2292 0 0.51
27 1320 1301 0 0.75
28 3020 2625 0 0.32
29 2039 1151 0 0.3
30 2830 2145 0 0.24
31 2595 2011 0 0.75
32 3008 901 0 0.37
33 2060 846 0 0.21
34 1311 2676 0 0.65
35 1346 1800 0 0.52
36 2824 1755 0 0.36
37 1464 2349 0 0.41
38 2123 853 0 0.73
39 2472 1826 0 0.53
40 2134 2445 0 0.74
41 2564 2484 0 0.68
42 2110 2746 0 0.3
43 2929 1231 0 0.93
44 1543 2330 0 0.88
45 3270 2603 0 0.18
46 1497 2035 0 0.24
47 1887 2010 0 0.7
48 1768 1765 0 0.15
49 2232 1174 0 0.31
50 2075 1471 0 0.37
51 1768 979 0 0.42
52 1696 1137 0 0.87
53 1928 2624 0 0.2
54 2657 1917 0 0.29
55 1961 1891 0 0.12
56 2434 1820 0 0.71
57 9103 8976 0 0.95
58 9505 7436 0 0.48
59 8744 9199 0 0.26
60 8972 7887 0 0.46
61 8644 9306 0 0.73
62 8924 8114 0 0.34
63 8953 8006 0 0.66
64 9605 7811 0 0.47
65 9669 8091 0 0.25
66 9890 8620 0 0.79
67 8711 9169 0 0.44
68 9990 9047 0 0.61
69 9154 8580 0 0.39
70 8622 8790 0 0.84
71 9526 7770 0 0.97
72 9424 8449 0 0.51
73 9211 8780 0 0.29
74 8828 8997 0 0.35
75 9556 9101 0 0.68
76 9874 8350 0 0.72
77 9023 9201 0 0.9
78 9061 8885 0 0.55
79 9930 8577 0 0.93
80 9278 8880 0 0.57
81 9648 9215 0 0.23
82 9099 9190 0 0.69
83 8577 9286 0 0.54
84 9128 8227 0 0.28
85 9668 8299 0 0.17
86 8973 8056 0 0.24
87 9270 7435 0 0.53
